client_id,Variation
3239922,Control
3239977,Test
3240038,NA
3240170,NA
3240177,Test
3240261,Control
3240477,NA
3240563,NA
3240673,Test
3240957,Control
3240986,NA
3241023,Control
3241873,NA
3241908,Control
3241972,Test
3242161,Test
3242197,Control
3242204,Control
3242366,NA
3242420,Test
3242557,Control
3242609,Test
3242632,Test
3243026,Test
3243036,Control
3243153,Test
3243462,Control
3243523,Control
3243570,NA
3243761,Test
3243773,Test
3243814,NA
3244142,Test
3244429,Test
3244552,Test
3244741,NA
3245425,NA
3245544,Test
3245871,NA
3245966,NA
3246008,Test
3246048,Test
3246197,NA
3246398,Test
3246400,NA
3246449,Test
3246482,Test
3246483,Control
3246756,Control
3246879,Control
3246979,Control
3247006,Control
3247062,Control
3247251,Control
3247283,Test
3247336,Control
3247468,Control
3247583,Test
3247787,Control
3247829,Test
3247874,NA
3248049,NA
3248260,NA
3248289,NA
3248417,Test
3248418,NA
3248710,Test
3248763,Control
3248832,Control
3248881,Test
3248924,NA
3249047,NA
3249076,Control
3249151,Test
3249253,Test
3249418,NA
3249445,Control
3249783,Control
3249887,NA
3250035,Control
3250056,NA
3250058,NA
3250123,Test
3250135,Test
3250136,Test
3250276,NA
3250358,Control
3250691,Control
3250807,Control
3250936,Control
3251101,Control
3251257,Control
3251258,NA
3251274,NA
3251289,NA
3251432,NA
3251455,Control
3251707,Control
3251851,Test
3251886,NA
3252191,Control
3252218,Control
3252245,NA
3252528,Test
3252556,Test
3252729,Control
3252844,NA
3253038,Test
3253100,Control
3253291,Control
3253749,NA
3253916,Test
3254137,Test
3254156,Test
3254195,NA
3254243,NA
3254248,NA
3254381,Control
3254425,NA
3254514,Test
3254765,Control
3255172,Test
3255379,NA
3255508,Test
3255767,Control
3256200,Test
3256364,Control
3256451,Test
3257006,Test
3257151,NA
3257276,Control
3257320,Control
3257381,Test
3257498,NA
3257625,Test
3257649,Test
3257971,Test
3258217,Test
3258618,Control
3258934,Control
3259240,Control
3259585,NA
3259588,Test
3259703,Test
3259983,Control
3260005,NA
3260056,Test
3260064,Control
3260159,Control
3260408,Control
3260671,NA
3260752,Test
3260937,Control
3261109,Control
3261220,Test
3261503,Control
3261775,Test
3261941,Control
3262304,NA
3262664,Control
3262702,NA
3262729,Test
3262988,NA
3263154,NA
3263252,NA
3263400,Control
3263478,NA
3263636,Test
3263729,Test
3263824,Control
3264159,Test
3264328,NA
3264513,NA
3264602,NA
3264860,Control
3264886,Test
3264966,Control
3265028,Test
3265136,Control
3265158,Test
3265232,Test
3265347,NA
3265750,Test
3265866,Control
3265970,Control
3265995,Control
3266097,Control
3266613,NA
3266908,Control
3266922,Test
3266955,NA
3267096,NA
3267458,Control
3267495,NA
3267809,Control
3267869,Control
3267960,Test
3268024,Control
3268156,Test
3268232,Test
3268234,Test
3268387,Control
3268434,Test
3268586,Control
3269114,Control
3269257,NA
3269829,NA
3269880,Control
3270512,Control
3270533,Test
3270572,NA
3270621,NA
3270754,Control
3270845,NA
3270934,NA
3270953,NA
3270955,Control
3270995,Control
3270998,Control
3271049,NA
3271234,Test
3271286,NA
3271311,Test
3271373,NA
3271404,Test
3271405,NA
3271450,Control
3271548,NA
3271556,Control
3271713,Control
3272226,Test
3272304,NA
3272311,Control
3272462,Test
3272761,Control
3272906,Test
3272980,Control
3273469,Test
3273765,Control
3273879,Control
3273951,Test
3273998,NA
3274136,Control
3274274,NA
3274645,NA
3274656,NA
3274765,Test
3274862,Test
3274870,Control
3274948,Test
3275042,NA
3275077,NA
3275103,NA
3275244,NA
3275356,NA
3275569,NA
3275583,NA
3275639,Control
3275651,Control
3275704,Test
3275853,Control
3276458,Test
3276513,Test
3276529,Control
3276542,NA
3276629,Control
3276832,Control
3276858,NA
3276860,Control
3276921,Control
3277018,Control
3277167,Test
3277291,Control
3277329,Test
3277379,Control
3277607,Test
3277706,Control
3277823,Test
3278160,Control
3278374,Control
3278440,Control
3278460,Control
3278527,Test
3278690,NA
3278886,Control
3278968,Test
3279105,Test
3279139,Test
3279570,Control
3279763,NA
3279914,Control
3280021,Test
3280109,NA
3280292,NA
3280391,NA
3280467,NA
3280816,NA
3280860,NA
3280959,Control
3281290,Test
3281409,Test
3281536,NA
3281696,Test
3281711,Control
3281716,Test
3282463,NA
3282519,Test
3282524,Control
3282755,Control
3282769,Test
3282985,NA
3282992,NA
3283172,Control
3283184,NA
3283339,Test
3283370,NA
3283441,NA
3283578,Test
3283879,Control
3284361,Test
3284406,Control
3284525,Test
3284569,Test
3284800,NA
3285000,Test
3285202,Control
3285464,NA
3285531,NA
3285638,Test
3285762,Test
3285791,Control
3285852,Control
3286073,NA
3286220,NA
3286441,Control
3286510,Control
3286605,Control
3286655,NA
3286807,Control
3286969,NA
3287155,Control
3287161,Test
3287210,Test
3287493,Test
3287793,Test
3288080,Test
3288356,Test
3288833,Control
3288914,Test
3288926,Test
3289078,NA
3289328,Test
3289565,Test
3289611,Test
3289650,Test
3289674,Control
3289678,NA
3289903,Control
3289905,NA
3290004,Test
3290069,Test
3290090,Test
3290144,Test
3290167,Control
3290362,Test
3290446,Control
3290487,Control
3290498,Control
3290796,NA
3290852,Test
3290866,Test
3291122,Control
3291237,NA
3291484,Control
3291554,NA
3291616,Control
3291778,Control
3292271,Control
3292361,NA
3292582,Test
3292707,Control
3293183,Test
3293316,NA
3293345,Test
3293370,NA
3293676,NA
3293746,Control
3293764,Control
3293818,Test
3294033,Control
3294061,NA
3294063,Control
3294129,Test
3294285,Control
3294302,NA
3294382,NA
3294909,Control
3295028,NA
3295101,NA
3295126,NA
3295388,Control
3295769,NA
3295820,NA
3295995,Control
3296280,NA
3296442,Test
3296840,Test
3296880,Control
3297245,Test
3297370,Test
3298212,Control
3298248,Control
3298257,Test
3298315,Control
3298583,Control
3298633,Control
3298651,NA
3298764,NA
3298784,Control
3298790,NA
3299160,NA
3299174,Control
3299585,NA
3299611,Control
3299664,Control
3299785,Test
3300089,Test
3300186,Control
3300337,NA
3300425,NA
3300476,Test
3300499,NA
3300583,Control
3300678,NA
3300768,Control
3300848,Control
3301073,NA
3301121,Control
3301232,Test
3301388,Test
3301530,NA
3301541,Test
3301689,Control
3301695,Control
3302147,Control
3302208,Control
3302296,Test
3302386,Control
3302485,Test
3302512,Control
3302539,NA
3302543,NA
3302697,Test
3302734,Control
3302766,Control
3302779,Control
3303111,Test
3303169,NA
3303323,Control
3303360,NA
3303771,Test
3304032,NA
3304144,NA
3304293,NA
3304360,Control
3304425,NA
3304493,Control
3304630,Control
3304729,Test
3304924,NA
3305202,Test
3305322,Control
3305421,Test
3305460,NA
3305488,Control
3305598,Test
3305619,NA
3306044,Test
3306196,NA
3306303,NA
3306367,Control
3306516,Test
3306649,NA
3306703,Test
3306755,Test
3306820,Control
3307059,Test
3307085,Test
3307231,Test
3307283,NA
3307527,Control
3307583,NA
3307681,NA
3307754,Control
3308172,Test
3308183,Control
3308211,Control
3308225,Test
3308752,Test
3308760,Test
3308944,Test
3309188,Control
3309192,Test
3309350,Test
3309659,Test
3309892,NA
3310669,Test
3310785,Control
3310984,Test
3311132,Control
3311163,Test
3311182,Test
3311593,NA
3311618,Test
3311746,Test
3312433,Control
3312441,NA
3312874,NA
3312915,NA
3313063,NA
3313072,Test
3313138,Test
3313306,NA
3313315,Test
3313366,NA
3313496,Control
3313511,Test
3313565,NA
3313640,Control
3313658,NA
3313674,Test
3313804,NA
3313809,NA
3313823,Control
3314111,Test
3314286,NA
3314416,Control
3314571,Test
3314742,NA
3314852,Test
3314933,NA
3315956,Test
3316035,NA
3316178,NA
3316547,Control
3316734,Test
3317093,Control
3317207,NA
3317229,Test
3317334,Control
3317346,NA
3317433,Test
3317453,Control
3317557,Test
3317639,Test
3317840,Test
3318205,Control
3318367,Test
3318386,NA
3318469,Control
3318572,NA
3318600,NA
3319092,Control
3319565,Control
3319635,Test
3319690,Test
3319770,Test
3319823,Test
3319903,NA
3320692,Control
3320785,Test
3320845,Test
3320860,Test
3321086,NA
3321186,Control
3321427,NA
3321469,Test
3321676,NA
3321697,Test
3322048,Test
3322064,NA
3322068,Test
3322546,NA
3322548,NA
3322887,Test
3322967,Test
3322994,Test
3323011,NA
3323049,Control
3323243,Control
3323343,Control
3323638,NA
3323753,Control
3324097,NA
3324233,Control
3324459,Control
3324615,Test
3324728,Control
3325307,NA
3325369,Test
3325490,Control
3325600,Test
3325844,NA
3325852,NA
3326034,Test
3326101,Control
3326338,Test
3326527,Control
3326743,NA
3326986,NA
3327085,Control
3327589,Control
3327676,Control
3328033,Control
3328045,Test
3328217,Control
3328284,NA
3328514,Control
3328812,Test
3329074,NA
3329079,Control
3329286,Test
3329377,Control
3329380,Test
3329411,Test
3329455,NA
3329470,Test
3329557,Test
3329726,Control
3329794,Test
3329846,Control
3329950,Test
3330070,Control
3330356,Control
3331063,Control
3331216,Test
3331643,Control
3331992,Test
3332034,Test
3332324,Test
3332395,Control
3332497,Control
3332531,Control
3332551,Test
3332569,NA
3332621,Test
3332995,Test
3333268,Test
3333348,Test
3333429,Test
3333535,Control
3333627,NA
3333726,NA
3333833,Control
3333949,NA
3334009,Test
3334174,Test
3334287,NA
3334505,Test
3334550,Control
3334636,Test
3334754,Test
3334755,Test
3334875,Control
3334970,Test
3335141,Control
3335182,Test
3335405,NA
3335487,Test
3335814,Test
3335847,NA
3335964,NA
3336154,Test
3336291,Test
3336295,NA
3336392,Test
3336510,Control
3336636,Control
3337057,NA
3337145,Test
3337300,Test
3337387,Test
3337439,Test
3337540,Test
3337690,NA
3337716,NA
3337811,NA
3338090,Control
3338122,Control
3338146,Test
3338297,NA
3338397,NA
3338628,Test
3338846,Control
3338849,NA
3339110,Control
3339371,Test
3339759,Control
3340004,Control
3340172,Test
3340184,Test
3340207,NA
3340284,Control
3340481,Test
3340793,Test
3340879,NA
3340916,NA
3340967,Test
3341070,Control
3341127,Control
3341219,Control
3341296,NA
3341414,Control
3341675,NA
3341851,Control
3342000,Test
3342017,Control
3342070,Test
3342092,Test
3342221,Test
3342284,Test
3342333,Test
3342363,Control
3342455,Control
3342556,Control
3342816,Test
3342852,Control
3342954,Test
3342974,Test
3343218,Test
3343352,Control
3343816,NA
3343930,Test
3344093,Control
3344127,NA
3344129,Test
3344232,Test
3344462,Test
3344583,Control
3344649,Control
3344729,Test
3345879,Test
3346003,Control
3346166,NA
3346321,Test
3346521,NA
3346525,Test
3346530,Control
3346752,NA
3346785,Control
3346947,NA
3346987,Test
3347126,Test
3347130,Control
3347209,Test
3347344,Control
3347429,Control
3347535,NA
3347727,NA
3347759,Control
3348260,NA
3348557,Test
3348729,Test
3348875,Test
3349037,Control
3349040,Test
3349220,Test
3349343,Test
3349862,NA
3350034,Control
3350279,Control
3350406,Test
3350408,Test
3350550,Test
3350594,NA
3350689,Test
3350848,NA
3350906,Control
3350914,Test
3351016,Control
3351045,Control
3351157,Test
3351159,NA
3351420,Control
3351589,Control
3351699,Control
3351731,Test
3351739,Control
3351973,NA
3352008,Control
3352167,Test
3352429,Test
3352614,Test
3352776,NA
3353040,Test
3353150,Test
3353191,Test
3353459,Test
3353510,NA
3353618,Control
3353786,NA
3353806,Test
3353845,Control
3353847,NA
3354034,Control
3354035,NA
3354075,NA
3354201,Control
3354637,Test
3354788,NA
3354906,Control
3355060,NA
3355169,Test
3355389,NA
3355468,NA
3355516,Test
3355542,Test
3355713,Test
3355848,Control
3355961,NA
3356132,Control
3356526,Test
3356633,Control
3356718,Test
3356719,NA
3356753,NA
3356780,Test
3356929,Test
3357159,Control
3357234,Test
3357235,Test
3357333,Test
3357352,NA
3357437,NA
3357578,Control
3357633,NA
3357999,Control
3358285,Test
3358646,NA
3358690,NA
3358700,Test
3358961,NA
3359126,NA
3359150,Test
3359228,Test
3359276,Control
3359721,NA
3360049,Test
3360254,Test
3360406,Test
3360813,Control
3360982,NA
3360995,Test
3361068,Test
3361098,Control
3361110,Test
3361320,Control
3361413,NA
3361451,NA
3361646,Control
3361788,Test
3361871,Control
3361877,Test
3361896,Test
3362004,NA
3362077,NA
3362285,Control
3362538,NA
3362625,Control
3362712,Control
3362725,Control
3362778,Test
3362885,Test
3363043,Test
3363390,NA
3363406,Control
3363532,NA
3363594,NA
3364041,Test
3364212,Control
3364257,NA
3364339,Test
3364353,Control
3364495,Control
3364534,NA
3364643,NA
3364689,Control
3364777,Test
3364820,Control
3364907,Test
3365148,NA
3365267,Control
3365362,Control
3365395,Control
3365427,NA
3365641,Control
3365652,NA
3365922,Control
3366060,Test
3366095,Test
3366197,Test
3366315,Test
3366507,NA
3366510,Test
3366593,Test
3366892,Test
3366913,Test
3367073,Test
3367099,Test
3367240,Test
3367372,Test
3367386,Test
3367490,NA
3367491,Test
3367503,Control
3367659,Control
3367662,Test
3368046,Test
3368135,Control
3368380,NA
3368421,Test
3368476,Test
3368481,Test
3368534,Test
3368830,NA
3369068,NA
3369137,Control
3369250,Test
3369335,Control
3369725,NA
3370035,Test
3370229,Control
3370612,Test
3370820,Test
3370908,Control
3371006,Control
3371047,Test
3371177,NA
3371336,NA
3371427,Control
3371715,Control
3371799,NA
3372286,Test
3372332,Test
3372333,Control
3372434,NA
3373005,NA
3373189,NA
3373207,Test
3373445,NA
3373550,Test
3373762,Test
3374146,Test
3374181,NA
3374253,NA
3374318,Test
3375542,Test
3375768,Test
3376026,Test
3376087,NA
3376210,Control
3376442,Control
3376452,Test
3376821,Test
3376862,Control
3376865,Control
3376992,Test
3377070,Test
3377137,NA
3377345,NA
3377453,Test
3377468,Test
3377522,NA
3377761,Test
3377934,NA
3378288,NA
3378508,Control
3378764,Test
3378895,Control
3379197,Control
3379219,Test
3379469,Control
3379539,Test
3379730,Control
3380115,NA
3380167,Test
3380173,Control
3380680,Control
3380905,NA
3380938,Control
3381044,Test
3381541,Control
3381604,NA
3381620,NA
3381737,Control
3381948,Control
3382291,Test
3382714,Control
3382771,Test
3382804,Test
3382939,Test
3382940,Test
3383050,Control
3383059,Test
3383345,Test
3383654,NA
3383807,Test
3383986,NA
3384024,NA
3384291,NA
3384298,Control
3384359,NA
3384638,Control
3384679,Control
3384770,Test
3384890,Test
3385120,NA
3385279,Test
3385290,NA
3385330,NA
3385368,Test
3385452,Test
3385480,NA
3385688,Control
3385748,Test
3385751,Control
3385867,NA
3385898,Test
3385968,Control
3386441,Control
3386682,NA
3386736,Control
3386764,Control
3386953,Test
3387040,NA
3387092,Control
3387119,Test
3387123,Control
3387213,Control
3387602,Test
3387888,NA
3387907,Control
3388094,Test
3388144,Control
3388462,Test
3388667,Test
3388713,Control
3388744,Test
3388762,Test
3388796,Control
3388905,NA
3389054,Control
3389093,Control
3389513,Test
3389527,Control
3389794,Test
3389917,NA
3390281,Test
3390418,NA
3390482,Test
3390536,Test
3390580,NA
3390803,Control
3391132,NA
3391293,Control
3391330,Test
3391934,Test
3391958,NA
3392094,Control
3392152,Control
3392170,Test
3392317,Control
3392515,Test
3392516,NA
3392524,NA
3392630,Test
3392769,NA
3393143,NA
3393216,NA
3393250,Test
3393358,NA
3393414,Control
3393682,NA
3393813,Control
3393848,Control
3394004,Test
3394078,Test
3394286,NA
3394302,Test
3394350,Control
3394368,Control
3394384,Test
3394404,Control
3394481,Control
3394851,Test
3395329,Control
3395389,NA
3395758,Test
3395797,Control
3395867,NA
3396143,Control
3396210,NA
3396435,NA
3396491,NA
3396559,Test
3396616,Control
3396860,NA
3396982,NA
3397019,Control
3397094,Control
3397232,NA
3397554,NA
3397622,Test
3397715,Test
3397818,NA
3397950,Test
3398113,Control
3398321,Control
3398348,Test
3398547,Control
3398597,NA
3398629,Control
3398684,Control
3399048,Control
3399215,Control
3399237,Control
3399340,Control
3399499,Test
3399501,Test
3399635,Test
3399654,NA
3399869,Test
3399896,Control
3400213,NA
3400296,NA
3400364,NA
3400859,Test
3400860,Control
3400889,Test
3401261,Test
3401302,Control
3401354,Test
3401414,Test
3401430,Control
3401687,Control
3401928,Test
3402183,Test
3402270,NA
3402314,Control
3402480,Test
3402568,Control
3402900,NA
3402999,Control
3403308,Test
3403556,Control
3403632,Control
3403877,Test
3404053,Control
3404111,Control
3404259,Control
3404471,Control
3404609,NA
3404682,Control
3404704,Control
3404903,Test
3405006,Test
3405360,Test
3405815,Test
3405825,Control
3406058,Control
3406078,Control
3406237,NA
3406327,NA
3406816,NA
3407269,Control
3407343,NA
3407578,Test
3407594,NA
3407712,Control
3407765,NA
3407797,NA
3407812,Test
3407926,Control
3408073,Test
3408170,Test
3408204,NA
3408283,Test
3408606,Control
3408917,Test
3408953,Test
3409692,Control
3409704,Test
3409931,NA
3409990,Test
3410065,NA
3410136,NA
3410627,Test
3410687,Control
3410838,NA
3410862,NA
3411294,Test
3411771,NA
3411960,Control
3412138,Control
3412199,Test
3412203,NA
3412220,Test
3412270,NA
3412278,Test
3412302,Control
3412359,NA
3412472,Control
3412634,Control
3412732,Control
3412819,NA
3412832,Control
3412925,NA
3412931,Test
3413149,Test
3413239,Test
3413387,NA
3413416,Control
3413528,Test
3413589,NA
3413858,Test
3413877,Control
3413971,Control
3414059,Control
3414284,Test
3414465,NA
3414698,Test
3414714,NA
3414716,Control
3414773,Control
3415032,Control
3415077,Control
3415483,NA
3415699,Test
3416057,NA
3416073,NA
3416169,Test
3416345,Test
3416391,NA
3416443,Control
3416474,Control
3416779,Control
3416819,NA
3416849,Test
3416877,Control
3416889,Control
3416934,Control
3416943,Control
3417010,Control
3417295,Test
3417318,Test
3417376,Control
3417498,Test
3417581,Control
3417643,Test
3417673,NA
3418053,Test
3418054,NA
3418061,NA
3418099,Control
3418277,Test
3418403,NA
3418515,Test
3418677,NA
3418762,Control
3418802,Control
3418810,Test
3419139,Control
3419383,Test
3419830,Control
3420244,Control
3420276,Control
3420433,Control
3420517,NA
3420708,NA
3421040,Control
3421186,Control
3421393,Control
3421736,Test
3421838,Control
3421897,Test
3422057,NA
3422168,Test
3422366,Test
3422908,Control
3423009,Control
3423318,Control
3423515,Test
3423606,NA
3423634,Test
3423690,Control
3423813,Control
3423886,Test
3424011,Test
3424024,Test
3424157,Test
3424180,Test
3424200,Test
3424303,NA
3424355,Test
3424467,NA
3424954,Control
3424977,NA
3425096,Test
3425156,Control
3425202,Test
3425254,Control
3425653,Test
3425846,NA
3425925,Control
3426149,NA
3426724,Test
3426745,Control
3427205,Control
3427324,NA
3427404,NA
3427434,NA
3427750,Test
3427853,NA
3427928,Control
3428017,Test
3428020,Test
3428139,NA
3428168,NA
3428337,NA
3428369,NA
3428507,Control
3428598,Control
3428685,NA
3428833,Test
3428853,Control
3429152,NA
3429201,Control
3429213,Control
3429239,Test
3429508,NA
3429784,Test
3429802,NA
3429875,Test
3430448,Control
3430468,Control
3430492,Test
3430551,Test
3430793,Test
3430824,Control
3430885,Control
3430997,NA
3431014,Test
3431024,Control
3431113,NA
3431165,Control
3431394,NA
3431569,NA
3431620,Test
3431660,Test
3431846,Control
3431867,Control
3432015,NA
3432025,Control
3432043,Test
3432060,Control
3432297,Control
3432305,Control
3432347,Test
3432472,Test
3432704,Control
3432773,Control
3432782,NA
3432977,NA
3433053,Control
3433093,Control
3433206,Test
3433215,Control
3433249,NA
3433691,NA
3433736,NA
3433766,Control
3433836,Test
3433893,NA
3433998,Control
3434100,Control
3434225,Test
3434312,NA
3434377,Test
3434412,Test
3434508,Control
3434569,Control
3434665,Test
3434727,NA
3434892,Control
3434900,NA
3435535,Test
3435545,Control
3435578,Test
3435587,NA
3436021,NA
3436036,Test
3436412,NA
3436512,Control
3436674,Test
3436732,Test
3436953,Test
3436975,Control
3437011,NA
3437594,Test
3437771,Control
3437781,Control
3438119,NA
3438431,Control
3438593,Control
3438672,Test
3438785,NA
3438860,Control
3438924,NA
3439492,Test
3439674,NA
3439716,Test
3440007,NA
3440176,NA
3440433,Test
3440791,Control
3440822,Test
3440836,Test
3440881,Test
3441070,Test
3441746,NA
3441915,Control
3442204,Test
3442409,NA
3442575,Control
3442612,Test
3442765,Control
3442846,Test
3442949,NA
3442959,Control
3443014,Test
3443063,Test
3443827,Control
3443850,NA
3443904,Control
3444073,Test
3444104,Test
3444332,Test
3444451,NA
3444464,NA
3444644,Test
3444839,Test
3445099,Test
3445139,NA
3445203,Control
3445529,Control
3445547,NA
3445770,Test
3445816,NA
3446089,Control
3446412,NA
3446682,Test
3446827,Test
3446948,NA
3447031,Control
3447089,NA
3447317,Control
3447384,Control
3447586,Control
3447667,Control
3447857,NA
3448079,Control
3448244,Test
3448507,Test
3448724,Test
3448727,NA
3448803,Test
3448998,Test
3449157,Control
3449277,Control
3449296,Test
3449302,Control
3449352,Test
3449388,Control
3449434,NA
3449485,Test
3449699,Control
3449739,Control
3449763,NA
3449824,Control
3449920,Control
3449981,Test
3449996,Test
3450006,NA
3450220,Test
3450416,NA
3450553,Control
3450766,Control
3450869,NA
3450870,Control
3451031,NA
3451071,Control
3451323,NA
3451446,Test
3451808,Test
3451908,Test
3452031,Test
3452377,Test
3452580,Test
3452615,Control
3452782,Test
3452850,Test
3452937,NA
3452953,Control
3453063,Control
3453079,NA
3453181,Test
3453411,Test
3453530,NA
3453663,Control
3453782,NA
3453846,Control
3453864,Control
3454387,Test
3454682,Test
3454687,NA
3454815,Test
3454901,Control
3454915,NA
3454937,Control
3455139,Test
3455284,Control
3455339,NA
3455403,Test
3455729,Control
3455919,Control
3456911,Control
3457070,Control
3457117,Test
3457153,Test
3457331,Test
3457502,NA
3458188,Test
3458242,Control
3458350,NA
3458790,Test
3458847,Test
3458978,Test
3459039,Control
3459221,NA
3459307,NA
3459625,Test
3459755,Control
3460226,Control
3460248,NA
3460330,Control
3460496,Control
3460509,Test
3460547,Test
3460697,Control
3460741,Control
3460882,Test
3461027,Test
3461116,Control
3461127,NA
3461504,Control
3461515,NA
3461541,Control
3461707,Control
3461926,Control
3461985,Test
3462185,NA
3462204,NA
3462397,NA
3462461,Test
3462577,NA
3462644,Test
3462836,Test
3462887,NA
3463938,Control
3463943,Control
3464087,NA
3464312,Control
3464315,Control
3464519,Test
3464541,Test
3464836,Test
3464845,Test
3464863,NA
3465027,Control
3465203,NA
3465286,Control
3465652,Test
3465915,Test
3465959,Test
3466024,Test
3466102,Control
3466263,Test
3466295,Control
3466317,Control
3466346,Test
3466352,Control
3466478,Control
3466680,Test
3466699,Control
3466784,Control
3466785,Control
3466860,NA
3466890,NA
3467092,NA
3467126,Control
3467249,NA
3467374,NA
3467432,Control
3467575,Test
3467729,Test
3467738,NA
3467801,NA
3467814,Control
3467900,Control
3468021,NA
3468069,Control
3468143,Control
3468185,Test
3468586,Test
3468761,NA
3468813,Control
3468850,NA
3468901,NA
3469106,Control
3469137,Test
3469294,Control
3469406,NA
3469468,NA
3469508,Test
3469548,Control
3469559,Control
3469614,Control
3469695,Test
3469734,Test
3469824,Control
3470071,NA
3470694,NA
3470703,NA
3470710,Control
3470734,NA
3470971,Control
3471084,Control
3471130,Test
3471892,Control
3471981,Test
3472080,Test
3472361,NA
3472561,Test
3472833,NA
3472995,NA
3473873,NA
3474009,Control
3474098,Control
3474129,Test
3474406,Test
3474427,NA
3474918,NA
3475013,NA
3475041,Test
3475303,NA
3475806,NA
3475858,Test
3475892,Test
3476151,Control
3476513,Test
3476526,Test
3476528,NA
3476699,NA
3476871,Control
3476892,Control
3476918,Control
3476970,Test
3477198,Test
3477460,NA
3477535,Control
3477878,Test
3477900,Test
3477943,Test
3478087,NA
3478114,Test
3478239,Test
3478270,Control
3478279,Control
3478433,Control
3478523,Test
3478652,Control
3478671,Test
3478755,Test
3479051,NA
3479066,NA
3479174,Test
3479493,Control
3479499,NA
3479519,Control
3479550,NA
3479663,Control
3479816,Control
3479973,NA
3480014,NA
3480090,Control
3480162,Control
3480574,NA
3480781,Control
3480805,Control
3480837,NA
3480898,NA
3480918,Test
3481332,NA
3481350,NA
3481504,NA
3481633,NA
3481694,Test
3481921,NA
3481997,Control
3482195,Control
3482236,NA
3482460,NA
3482514,NA
3482596,Control
3482718,Control
3482893,NA
3482981,Test
3483027,Control
3483144,Control
3483208,NA
3483824,Test
3483828,Control
3483869,Test
3483964,Test
3484121,Test
3484393,Test
3484689,NA
3484745,Test
3484825,Control
3484978,Control
3485262,NA
3485265,Test
3485394,Test
3485485,Control
3485651,Test
3485860,Test
3486040,Test
3486139,Test
3486212,Test
3486447,Control
3486803,Test
3486894,Test
3486910,Test
3486930,Control
3487046,Test
3487058,Control
3487248,Control
3487311,Control
3487352,Test
3487399,Control
3487435,NA
3487807,NA
3487866,Control
3487926,NA
3488145,Test
3488185,NA
3488274,NA
3488280,NA
3488391,Test
3488454,Test
3488614,Control
3488652,NA
3489363,Control
3489434,Test
3489600,Control
3489672,NA
3489826,NA
3490220,NA
3490232,Test
3490396,Test
3490851,NA
3490956,NA
3491383,Test
3491485,NA
3491556,Control
3491788,Control
3491822,Control
3491852,NA
3491892,NA
3492192,Control
3492370,Control
3492371,Control
3492418,Control
3492468,NA
3492512,Test
3492538,Control
3492589,NA
3492642,Test
3493043,NA
3493086,NA
3493304,Control
3493322,Test
3493434,Control
3493456,Test
3493560,Test
3493571,Test
3493690,Control
3493700,Test
3494298,Test
3494648,Test
3495059,Control
3495158,Control
3495218,NA
3495630,Control
3495737,Test
3495757,Control
3495827,NA
3495838,Test
3495844,Test
3495894,NA
3495911,Test
3496200,Test
3496236,Test
3496915,NA
3496952,NA
3497014,NA
3497097,Control
3497347,Control
3497410,Control
3497471,Control
3497494,Control
3497667,Test
3498098,Test
3498439,NA
3498441,Control
3498560,Control
3498602,NA
3498815,NA
3498846,Control
3498902,NA
3498908,Control
3498954,Test
3498978,Test
3499085,Control
3499141,NA
3499464,NA
3499592,Control
3499628,NA
3499970,Test
3500099,Test
3500323,NA
3500339,NA
3500486,Control
3500596,Test
3500630,Control
3500632,Control
3500783,Control
3500934,Control
3501130,Test
3501202,Control
3501299,Test
3501436,Test
3501547,Control
3501857,NA
3502110,NA
3502276,Control
3502301,Test
3502513,Test
3502601,Control
3502824,Control
3502937,NA
3502982,NA
3503092,Test
3503098,NA
3503142,Test
3503567,Test
3503591,Test
3503831,Test
3504237,Test
3504325,Control
3504399,Test
3504709,Test
3504849,Test
3505275,Test
3505821,Test
3506012,Test
3506017,NA
3506201,Test
3506232,Control
3506305,Control
3506649,NA
3507030,Test
3507183,NA
3507329,Test
3507472,Control
3507622,NA
3507632,Control
3507648,Test
3507953,Test
3507994,Test
3508086,Control
3508276,Test
3508448,NA
3508452,NA
3508537,Test
3508681,Test
3508963,Control
3509028,NA
3509130,Test
3509329,NA
3509370,Control
3509504,NA
3509934,Control
3510156,Control
3510217,Test
3510272,Control
3510441,Test
3510484,NA
3510532,Control
3510869,Control
3510917,Control
3511136,NA
3511551,Test
3512229,Control
3512288,Control
3512476,Test
3512520,Control
3512662,Control
3512962,Control
3513070,Control
3513137,Test
3513370,Control
3513539,NA
3513604,NA
3513771,Test
3513949,Control
3514119,Control
3514210,Test
3514232,NA
3514358,Control
3514576,Control
3514875,Control
3515019,Test
3515059,Control
3515394,Control
3515457,Control
3516095,Control
3516127,NA
3516384,Control
3516455,NA
3516506,NA
3516520,Test
3517546,Test
3517625,Control
3517848,Test
3517900,Control
3517942,Control
3518240,NA
3518280,NA
3518501,Control
3518821,Test
3518897,Test
3519019,NA
3519145,Test
3519205,Test
3519242,Control
3519352,Control
3519588,Test
3519612,NA
3519657,Control
3519662,NA
3519710,Control
3519727,Test
3519964,NA
3520004,Control
3520139,Control
3520505,Test
3520709,NA
3520805,Control
3520813,Test
3520955,NA
3520993,Control
3521202,Control
3521522,NA
3521638,Control
3521842,Test
3521874,Control
3522031,Control
3522242,Control
3522501,Test
3522505,Test
3522550,Test
3522819,Control
3522825,Control
3522836,Test
3522919,Test
3523037,NA
3523070,Test
