Client ID,Client Tenure (Years),Client Tenure (Months),Client Age,Gender,Number of Accounts,Balance,Calls Last 6 Months,Logons Last 6 Months
18660.0,18.0,222.0,45.0,M,2,98708.90,2,5
18660.0,18.0,222.0,45.0,M,2,98708.90,2,5
18973.0,13.0,160.0,54.0,M,4,353529.66,1,4
18973.0,13.0,160.0,54.0,M,4,353529.66,1,4
18973.0,13.0,160.0,54.0,M,4,353529.66,1,4
18973.0,13.0,160.0,54.0,M,4,353529.66,1,4
18973.0,13.0,160.0,54.0,M,4,353529.66,1,4
18973.0,13.0,160.0,54.0,M,4,353529.66,1,4
19060.0,9.0,117.0,55.0,M,2,70494.94,0,3
19060.0,9.0,117.0,55.0,M,2,70494.94,0,3
19060.0,9.0,117.0,55.0,M,2,70494.94,0,3
19060.0,9.0,117.0,55.0,M,2,70494.94,0,3
19060.0,9.0,117.0,55.0,M,2,70494.94,0,3
19813.0,14.0,168.0,65.0,F,2,31462.06,0,3
19813.0,14.0,168.0,65.0,F,2,31462.06,0,3
19813.0,14.0,168.0,65.0,F,2,31462.06,0,3
19813.0,14.0,168.0,65.0,F,2,31462.06,0,3
19813.0,14.0,168.0,65.0,F,2,31462.06,0,3
19813.0,14.0,168.0,65.0,F,2,31462.06,0,3
19832.0,14.0,168.0,63.5,F,2,97291.64,3,6
19832.0,14.0,168.0,63.5,F,2,97291.64,3,6
19832.0,14.0,168.0,63.5,F,2,97291.64,3,6
19832.0,14.0,168.0,63.5,F,2,97291.64,3,6
19832.0,14.0,168.0,63.5,F,2,97291.64,3,6
20185.0,15.0,189.0,60.5,F,2,69992.52,2,5
20185.0,15.0,189.0,60.5,F,2,69992.52,2,5
20185.0,15.0,189.0,60.5,F,2,69992.52,2,5
20185.0,15.0,189.0,60.5,F,2,69992.52,2,5
20185.0,15.0,189.0,60.5,F,2,69992.52,2,5
20185.0,15.0,189.0,60.5,F,2,69992.52,2,5
20185.0,15.0,189.0,60.5,F,2,69992.52,2,5
20185.0,15.0,189.0,60.5,F,2,69992.52,2,5
20185.0,15.0,189.0,60.5,F,2,69992.52,2,5
20185.0,15.0,189.0,60.5,F,2,69992.52,2,5
20185.0,15.0,189.0,60.5,F,2,69992.52,2,5
20185.0,15.0,189.0,60.5,F,2,69992.52,2,5
20185.0,15.0,189.0,60.5,F,2,69992.52,2,5
20185.0,15.0,189.0,60.5,F,2,69992.52,2,5
